symbol,window,stop_multiplier,target_multiplier,total_return_pct,sharpe_ratio,max_drawdown_pct,trade_count
AAPL,2021-09-15..2026-09-17,1.5,2.0,3.6618114028634574,0.6226102045025552,2.1079297793087357,259
AAPL,2021-09-15..2026-09-17,1.5,3.0,2.6367363196230675,0.4463476728841269,2.131222781300495,194
AAPL,2021-09-15..2026-09-17,1.5,4.0,3.201860539688761,0.5273124614768283,2.152890035311507,147
AAPL,2021-09-15..2026-09-17,1.5,6.0,5.280981516566463,0.8332883335918787,1.7173278064335946,117
AAPL,2021-09-15..2026-09-17,2.0,2.0,3.670722494152434,0.6110576354634395,1.806847661101198,215
AAPL,2021-09-15..2026-09-17,2.0,3.0,3.3133541049181536,0.5414166540391371,2.1268797357808267,153
AAPL,2021-09-15..2026-09-17,2.0,4.0,3.3806028825907886,0.5403839086577974,2.032144755495304,125
AAPL,2021-09-15..2026-09-17,2.0,6.0,5.730949198892277,0.8780859785462858,1.862967847973901,99
AAPL,2021-09-15..2026-09-17,3.0,2.0,5.483164034149612,0.8841217735798625,1.6690975276616258,164
AAPL,2021-09-15..2026-09-17,3.0,3.0,4.244669001947665,0.684044139471513,1.8271472596017932,116
AAPL,2021-09-15..2026-09-17,3.0,4.0,4.43060111722493,0.7200466881443313,1.4934414157352245,81
AAPL,2021-09-15..2026-09-17,3.0,6.0,6.197742252639227,0.9456278926024908,1.550347392941767,71
AAPL,2021-09-15..2026-09-17,4.0,2.0,4.442235677170392,0.7132744595689505,1.654774772662246,133
AAPL,2021-09-15..2026-09-17,4.0,3.0,4.36211552417447,0.689489923241135,1.7440160548738568,90
AAPL,2021-09-15..2026-09-17,4.0,4.0,4.7738728289065335,0.7571844928397828,1.8678873988207463,66
AAPL,2021-09-15..2026-09-17,4.0,6.0,5.465886098193518,0.8383285251821365,1.499182108453278,57
TLT,2016-09-19..2021-09-14,1.0,2.0,-1.7912667366233426,-0.4346650342913993,3.24165704630478,309
TLT,2016-09-19..2021-09-14,1.0,3.0,-2.9533150626845472,-0.682797634905374,3.5457897356897314,236
TLT,2016-09-19..2021-09-14,1.0,4.0,-1.698401531659366,-0.37725058040529785,2.762499338943758,211
TLT,2016-09-19..2021-09-14,1.0,6.0,-1.533279355071171,-0.3164167441457187,2.6512778485038377,163
TLT,2016-09-19..2021-09-14,1.5,2.0,-2.743772099048314,-0.6380113229672424,3.2870596618120933,252
TLT,2016-09-19..2021-09-14,1.5,3.0,-2.8611544139910072,-0.6419226866186923,3.1139760181209475,179
TLT,2016-09-19..2021-09-14,1.5,4.0,-2.232270512841772,-0.48036231656782313,3.138253058430829,155
TLT,2016-09-19..2021-09-14,1.5,6.0,-1.4815212581226311,-0.2998385717172702,2.6430006484071935,121
TLT,2016-09-19..2021-09-14,2.0,2.0,-2.9691170977768078,-0.6759326410002398,3.281917175321742,200
TLT,2016-09-19..2021-09-14,2.0,3.0,-2.7968783159200483,-0.6105154499274604,3.0033265731753476,136
TLT,2016-09-19..2021-09-14,2.0,4.0,-2.3122343108280985,-0.4948982914867329,2.790166064538176,125
TLT,2016-09-19..2021-09-14,2.0,6.0,-1.8652242419131437,-0.3771150001787312,2.621526739595379,97
TLT,2016-09-19..2021-09-14,3.0,2.0,-3.050891822032431,-0.6808647686794035,3.4129472369955907,145
TLT,2016-09-19..2021-09-14,3.0,3.0,-2.9798550716374828,-0.6423865220332949,3.1323033136175154,96
TLT,2016-09-19..2021-09-14,3.0,4.0,-2.4670934044134007,-0.5262732027076018,2.8166416093074393,88
TLT,2016-09-19..2021-09-14,3.0,6.0,-1.414711654948686,-0.283674330043981,2.2186366942769267,62
TLT,2016-09-19..2021-09-14,4.0,2.0,-2.5361371618567774,-0.5725953649573701,2.853735591321873,119
